City,Customer_Age,Customer_Name,Customer_Segment,Discount,Order_Date,Order_ID,Order_Priority,Order_Quantity,Product_Base_Margin,Product_Category,Product_Name,Product_Sub_Category,Profit,Region,Sales,State,Unit_Price,Zip_Code
Bethpage,48,Justin Hirsh,Consumer,0.06,8/7/2013,193,Critical,14,0.57,Office Supplies,Eldon Simplefile® Box Office®,Storage & Organization,-37.04,East,174.89,New York,12.44,11714
Bethpage,67,Justin Hirsh,Consumer,0.1,7/21/2015,20807,Not Specified,16,0.39,Technology,Accessory9,Telephones and Communication,82.818,East,466.9475,New York,35.99,11714
Plainview,48,Pamela Stobb,Consumer,0.01,6/19/2013,42439,Not Specified,28,0.38,Office Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,62.68,East,164.5,New York,5.84,11803
Shirley,41,Stuart Van,Consumer,0,6/17/2012,32038,Low,26,0.5,Office Supplies,Harmony HEPA Quiet Air Purifiers,Appliances,-14.06,East,342.4,New York,11.7,11967
Shirley,42,Stuart Van,Consumer,0.06,8/29/2012,6727,Low,12,0.38,Office Supplies,Avery 498,Labels,8.47,East,33.43,New York,2.89,11967
Shirley,62,Stuart Van,Consumer,0.06,3/17/2015,24672,Medium,37,0.8,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,406.37,East,10532.94,New York,279.48,11967
Shirley,62,Stuart Van,Consumer,0.09,3/17/2015,24672,Medium,37,0.36,Office Supplies,"Wirebound Message Book, 4 per Page",Paper,74.58,East,192.92,New York,5.43,11967
Shirley,62,Stuart Van,Consumer,0.02,3/17/2015,24672,Medium,5,0.42,Furniture,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,23.41,East,44.17,New York,7.59,11967
Shirley,79,Stuart Van,Consumer,0.04,12/13/2015,49381,Not Specified,21,0.8,Office Supplies,Sensible Storage WireTech Storage Systems,Storage & Organization,-531.92,East,1537.5,New York,70.98,11967
Troy,52,Alan Haines,Consumer,0.06,1/21/2014,57217,Medium,35,0.58,Office Supplies,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",Pens & Art Supplies,-116.02,East,422.25,New York,11.66,12180
Troy,58,Anne Pryor,Consumer,0.09,10/20/2014,135,Not Specified,25,0.64,Technology,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-89.25,East,125.85,New York,4.98,12180
Albany,51,Muhammed Yedwab,Consumer,0.1,11/23/2013,50725,Medium,1,0.71,Furniture,Office Star Flex Back Scooter Chair with White Frame,Chairs & Chairmats,-89.9,East,129.88,New York,110.98,12208
Syracuse,50,Alan Haines,Consumer,0.07,10/20/2013,14086,Low,13,0.69,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,-383.5,East,1764.97,New York,130.98,13210
Syracuse,64,Alan Haines,Consumer,0.01,4/10/2015,3205,Low,8,0.46,Furniture,Artistic Insta-Plaque,Office Furnishings,80.43,East,136.61,New York,15.68,13210
Syracuse,64,Alan Haines,Consumer,0.04,4/10/2015,3205,Low,42,0.68,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,54.59805,East,2907.63,New York,71.37,13210
Utica,41,Anne Pryor,Consumer,0.04,7/6/2012,39744,Medium,41,0.58,Technology,CF 688,Telephones and Communication,1595.673,East,5636.3075,New York,155.99,13501
Utica,41,Anne Pryor,Consumer,0.01,7/6/2012,39744,Medium,6,0.39,Office Supplies,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,7.59,East,63.61,New York,10.06,13501
Utica,41,Anne Pryor,Consumer,0,7/6/2012,39744,Medium,9,0.55,Technology,252,Telephones and Communication,-107.987,East,519.9535,New York,65.99,13501
Utica,44,Anne Pryor,Consumer,0.01,11/12/2012,42144,Medium,10,0.8,Office Supplies,Space Solutions Commercial Steel Shelving,Storage & Organization,-326.47,East,670.03,New York,64.65,13501
Utica,46,Anne Pryor,Consumer,0.09,2/21/2013,43940,Critical,12,0.59,Technology,2160i,Telephones and Communication,-215.336,East,1940.21,New York,200.99,13501
Depew,42,Sarah Brown,Consumer,0.01,8/4/2012,57504,Not Specified,44,0.36,Office Supplies,Security-Tint Envelopes,Envelopes,160.02,East,357.48,New York,7.64,14043
Depew,51,Sarah Brown,Consumer,0.05,11/9/2013,22498,Critical,20,0.51,Technology,BASF Silver 74 Minute CD-R,Computer Peripherals,-30.7,East,34.94,New York,1.7,14043
Depew,58,Sarah Brown,Consumer,0.02,10/20/2014,55744,Critical,23,0.83,Technology,Accessory15,Telephones and Communication,-44.132,East,415.055,New York,20.99,14043
Depew,68,Sarah Brown,Consumer,0.06,9/1/2015,43270,Critical,35,0.37,Office Supplies,Avery 503,Labels,154.54,East,343.92,New York,10.35,14043
North Tonawanda,45,Michael Chen,Consumer,0,12/31/2012,46597,Not Specified,1,0.74,Furniture,"Global High-Back Leather Tilter, Burgundy",Chairs & Chairmats,-83.63,East,200.57,New York,122.99,14120
North Tonawanda,45,Michael Chen,Consumer,0.06,12/31/2012,46597,Not Specified,10,0.4,Office Supplies,GBC Binding covers,Binders and Binder Accessories,2.431,East,130.36,New York,12.95,14120
North Tonawanda,57,Michael Chen,Consumer,0.02,8/20/2014,51008,High,20,0.82,Office Supplies,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",-59.13,East,269.66,New York,12.88,14120
Tonawanda,43,Alan Haines,Consumer,0.06,10/20/2012,19522,Medium,44,0.38,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,21.335,East,161.8,New York,3.8,14150
Tonawanda,43,Alan Haines,Consumer,0.06,10/20/2012,19522,Medium,37,0.56,Office Supplies,Newell 310,Pens & Art Supplies,-1.53,East,64.36,New York,1.76,14150
Tonawanda,50,Alan Haines,Consumer,0.04,10/20/2013,14086,Low,50,0.36,Office Supplies,"TOPS Voice Message Log Book, Flash Format",Paper,-7.36,East,238.34,New York,4.76,14150
Tonawanda,60,Alan Haines,Consumer,0.01,1/11/2015,44036,High,40,0.55,Office Supplies,Newell 312,Pens & Art Supplies,61.97,East,250.13,New York,5.84,14150
Tonawanda,61,Alan Haines,Consumer,0.1,2/8/2015,37763,Not Specified,29,0.38,Office Supplies,Storex Dura Pro™ Binders,Binders and Binder Accessories,-211.0595,East,169.61,New York,5.94,14150
Tonawanda,61,Alan Haines,Consumer,0.1,2/8/2015,37763,Not Specified,24,0.55,Technology,6190,Telephones and Communication,186.417,East,1247.9275,New York,65.99,14150
Tonawanda,86,Alan Haines,Consumer,0.1,12/27/2015,28611,Low,42,0.58,Technology,5185,Telephones and Communication,707.166,East,3883.4715,New York,115.99,14150
Tonawanda,86,Alan Haines,Consumer,0.1,12/27/2015,28611,Low,30,0.37,Office Supplies,GBC DocuBind 300 Electric Binding Machine,Binders and Binder Accessories,6670.409,East,15337.58,New York,525.98,14150
Buffalo,65,Clay Ludtke,Consumer,0.02,5/12/2015,56672,High,8,0.56,Furniture,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Tables,65.24685,East,593.64,New York,85.29,14215
Buffalo,65,Clay Ludtke,Consumer,0.1,5/12/2015,56672,High,45,0.6,Technology,StarTAC Analog,Telephones and Communication,317.196,East,2438.3695,New York,65.99,14215
Niagara Falls,45,Michael Chen,Consumer,0.01,12/31/2012,46597,Not Specified,47,0.6,Technology,T28 WORLD,Telephones and Communication,2463.462,East,8216.593,New York,195.99,14304
Niagara Falls,55,Michael Chen,Consumer,0.08,4/30/2014,38305,Critical,21,0.6,Technology,300 Series Non-Flip,Telephones and Communication,88.767,East,2561.6705,New York,155.99,14304
Niagara Falls,59,Michael Chen,Consumer,0,12/16/2014,32613,Low,38,0.84,Office Supplies,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",Storage & Organization,-691.52,East,5228.2,New York,135.31,14304
Niagara Falls,59,Michael Chen,Consumer,0.02,12/16/2014,32613,Low,41,0.58,Technology,R380,Telephones and Communication,2373.237,East,7174.9435,New York,195.99,14304
Niagara Falls,59,Michael Chen,Consumer,0.01,12/16/2014,32613,Low,31,0.58,Office Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Pens & Art Supplies,202.33,East,1359.74,New York,43.98,14304
Pittsburgh,51,Rob Haberlin,Consumer,0.09,11/30/2013,27527,Medium,37,0.51,Furniture,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,Office Furnishings,1.33,East,376.58,Pennsylvania,10.4,15122
Pittsburgh,68,Rob Haberlin,Consumer,0.1,9/15/2015,24263,Low,16,0.58,Furniture,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,-177.07,East,512.81,Pennsylvania,33.94,15122
Pittsburgh,70,Rob Haberlin,Consumer,0.06,10/1/2015,22980,Not Specified,10,0.38,Office Supplies,Xerox 1952,Paper,-27.73,East,56.05,Pennsylvania,4.98,15122
Monroeville,66,Ken Brennan,Consumer,0.05,7/12/2015,549,Critical,30,0.8,Office Supplies,"Eldon Base for stackable storage shelf, platinum",Storage & Organization,-911.56,East,1150.88,Pennsylvania,38.94,15146
Monroeville,66,Ken Brennan,Consumer,0.03,7/12/2015,549,Critical,13,0.36,Office Supplies,Xerox 1922,Paper,-59.75,East,70.24,Pennsylvania,4.98,15146
Monroeville,66,Ken Brennan,Consumer,0.05,7/12/2015,549,Critical,5,0.36,Office Supplies,Xerox 1984,Paper,-27.57,East,40.75,Pennsylvania,6.48,15146
Mount Lebanon,47,Ken Brennan,Consumer,0.08,6/16/2013,29730,Critical,21,0.75,Furniture,Iceberg OfficeWorks 42 Round Tables,Tables,-364.873366,East,3072.86,Pennsylvania,150.98,15228
Upper Saint Clair,46,Katrina Willman,Consumer,0.1,4/6/2013,56003,Critical,13,0.7,Furniture,Iceberg OfficeWorks 42 Round Tables,Tables,-364.873366,East,1835.47,Pennsylvania,150.98,15241
Upper Saint Clair,49,Katrina Willman,Consumer,0.02,9/9/2013,59428,High,43,0.44,Furniture,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,-125.79,East,1174.94,Pennsylvania,27.42,15241
Upper Saint Clair,49,Katrina Willman,Consumer,0.05,9/9/2013,59428,High,36,0.69,Furniture,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,-728.18,East,3602.12,Pennsylvania,100.98,15241
Upper Saint Clair,57,Katrina Willman,Consumer,0,8/20/2014,36133,Medium,6,0.37,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,-7.84,East,128.56,Pennsylvania,19.98,15241
Lancaster,51,Jenna Caffey,Consumer,0.04,12/4/2013,27746,Critical,3,0.36,Technology,Sharp AL-1530CS Digital Copier,Copiers and Fax,-1572.64,East,1540.77,Pennsylvania,499.99,17602
Lancaster,55,Jenna Caffey,Consumer,0.04,5/31/2014,13953,Critical,32,0.36,Office Supplies,Xerox 188,Paper,67.6,East,381.24,Pennsylvania,11.34,17602
Lancaster,65,Jenna Caffey,Consumer,0,5/19/2015,23681,High,42,,Office Supplies,Safco Industrial Wire Shelving,Storage & Organization,-785.36,East,4182.52,Pennsylvania,95.99,17602
Lancaster,67,Jenna Caffey,Consumer,0,7/27/2015,11684,High,8,0.57,Furniture,Hon Olson Stacker Stools,Chairs & Chairmats,53.87,East,1173.5,Pennsylvania,140.81,17602
Drexel Hill,48,Gene McClure,Consumer,0.01,7/3/2013,45029,High,20,0.75,Furniture,Bevis Boat-Shaped Conference Table,Tables,-633.441237,East,5304.42,Pennsylvania,262.11,19026
Drexel Hill,51,Harry Marie,Consumer,0.06,11/14/2013,14499,Low,28,0.78,Technology,Microsoft Internet Keyboard,Computer Peripherals,-148.87,East,574.99,Pennsylvania,20.97,19026
Drexel Hill,55,Harry Marie,Consumer,0.09,5/4/2014,21414,Critical,43,0.82,Office Supplies,Letter Slitter,"Scissors, Rulers and Trimmers",-72.86,East,103.6,Pennsylvania,2.52,19026
Drexel Hill,57,Harry Marie,Consumer,0.08,8/14/2014,17379,Critical,29,0.76,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,-1248.58,East,3218.42,Pennsylvania,114.98,19026
Pottstown,41,John Castell,Consumer,0.01,7/21/2012,41316,Not Specified,8,0.39,Office Supplies,Avery Premier Heavy-Duty Binder with Round Locking Rings,Binders and Binder Accessories,21.0035,East,121.74,Pennsylvania,14.28,19464
Pottstown,41,John Castell,Consumer,0,7/21/2012,41316,Not Specified,4,0.59,Technology,3285,Telephones and Communication,-787.699,East,700.366,Pennsylvania,205.99,19464
Pottstown,67,John Castell,Consumer,0.07,8/10/2015,38656,Low,3,0.59,Furniture,Global Ergonomic Managers Chair,Chairs & Chairmats,-199.46,East,561.43,Pennsylvania,180.98,19464
Pottstown,67,John Castell,Consumer,0.09,8/10/2015,38656,Low,41,0.38,Office Supplies,ACCOHIDE® Binder by Acco,Binders and Binder Accessories,-148.396,East,162.51,Pennsylvania,4.13,19464
Newark,41,Elpida Rittenbach,Consumer,0.09,6/2/2012,6179,Not Specified,50,0.39,Office Supplies,"Staples #10 Laser & Inkjet Envelopes, 4 1/8 x 9 1/2, 100/Box",Envelopes,197.76,East,477.53,Delaware,9.78,19711
Newark,41,Elpida Rittenbach,Consumer,0,6/2/2012,6179,Not Specified,15,0.59,Technology,5125,Telephones and Communication,234.612,East,2690.7515,Delaware,200.99,19711
Newark,45,Elpida Rittenbach,Consumer,0.01,1/8/2013,2244,Critical,19,0.38,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,21.471,East,88.61,Delaware,3.8,19711
Newark,52,David Wiener,Consumer,0.03,1/20/2014,22561,Critical,50,0.58,Office Supplies,Staples 4 Outlet Surge Protector,Appliances,-19.77,East,424,Delaware,8.67,19711
Newark,52,David Wiener,Consumer,0.03,1/20/2014,22561,Critical,5,0.5,Technology,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,-245.09,East,504.79,Delaware,99.99,19711
Wilmington,45,Elpida Rittenbach,Consumer,0.05,1/2/2013,25860,Low,9,0.38,Office Supplies,Ames Color-File® Green Diamond Border X-ray Mailers,Envelopes,239.94,East,740.2,Delaware,83.98,19805
Wilmington,45,Elpida Rittenbach,Consumer,0.07,1/2/2013,25860,Low,23,0.59,Technology,iDEN i95,Telephones and Communication,-185.889,East,1288.7785,Delaware,65.99,19805
Wilmington,48,Elpida Rittenbach,Consumer,0.01,7/25/2013,15271,Critical,18,,Furniture,SAFCO Folding Chair Trolley,Chairs & Chairmats,589.38,East,2389.3,Delaware,128.24,19805
Wilmington,48,Elpida Rittenbach,Consumer,0.03,7/25/2013,15271,Critical,7,0.57,Technology,Accessory13,Telephones and Communication,-77.902,East,222.258,Delaware,35.99,19805
Dover,46,David Wiener,Consumer,0.08,2/25/2013,11747,Medium,3,0.52,Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,-261.5481,East,315.28,Delaware,99.99,19901
Dover,47,David Wiener,Consumer,0.03,5/23/2013,11877,Not Specified,19,0.35,Office Supplies,Avery Trapezoid Extra Heavy Duty 4 Binders,Binders and Binder Accessories,320.0675,East,796.14,Delaware,41.94,19901
Dover,47,David Wiener,Consumer,0.09,5/23/2013,11877,Not Specified,31,0.36,Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,33.59,East,142.96,Delaware,4.73,19901
Dover,50,David Wiener,Consumer,0.06,9/15/2013,3104,Medium,24,0.55,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Pens & Art Supplies,7.29,East,380.38,Delaware,15.94,19901
Dover,50,David Wiener,Consumer,0.01,9/15/2013,3104,Medium,50,0.37,Office Supplies,Xerox 224,Paper,-240.78,East,336.06,Delaware,6.48,19901
Dover,52,David Wiener,Consumer,0.07,1/20/2014,22561,Critical,7,0.47,Furniture,Executive Impressions 12 Wall Clock,Office Furnishings,-27.78,East,128.62,Delaware,17.67,19901
Herndon,65,Tracy Collins,Consumer,0.09,5/25/2015,17543,Critical,1,0.37,Office Supplies,Xerox 1905,Paper,-9.17,South,15.73,Virginia,6.48,20170
Herndon,65,Tracy Collins,Consumer,0.1,5/25/2015,17543,Critical,35,0.4,Office Supplies,Xerox 197,Paper,-51.74,South,1041.74,Virginia,30.98,20170
Herndon,65,Tracy Collins,Consumer,0.06,5/25/2015,17543,Critical,26,0.59,Technology,5125,Telephones and Communication,685.206,South,4300.626,Virginia,200.99,20170
Reston,45,Katrina Willman,Consumer,0.01,1/29/2013,6279,Critical,49,0.4,Office Supplies,Catalog Binders with Expanding Posts,Binders and Binder Accessories,723.333,South,3283.74,Virginia,67.28,20190
Reston,65,Jocasta Rupert,Consumer,0.02,5/4/2015,49380,Medium,11,0.38,Technology,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,6138.48,South,22145.37,Virginia,1938.02,20190
Reston,66,Katrina Willman,Consumer,0.03,6/7/2015,2054,Not Specified,34,0.51,Furniture,Seth Thomas 12 Clock w/ Goldtone Case,Office Furnishings,215.86,South,826.09,Virginia,22.98,20190
Reston,66,Katrina Willman,Consumer,0.09,6/7/2015,2054,Not Specified,1,0.57,Office Supplies,Hoover WindTunnel™ Plus Canister Vacuum,Appliances,-246.51,South,343.78,Virginia,363.25,20190
Laurel,47,Sanjit Jacobs,Consumer,0,5/18/2013,31907,Low,38,0.61,Technology,"Imation 3.5, RTS 247544 3M 3.5 DSDD, 10/Pack",Computer Peripherals,-35.97,East,331.53,Maryland,8.46,20707
Laurel,49,Sanjit Jacobs,Consumer,0.08,8/28/2013,31616,Critical,45,0.35,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-156.4115,East,182.7,Maryland,4.24,20707
Laurel,49,Sanjit Jacobs,Consumer,0.04,8/28/2013,31616,Critical,46,0.37,Office Supplies,Avery 481,Labels,36.96,East,141.08,Maryland,3.08,20707
Laurel,58,Sanjit Jacobs,Consumer,0.05,10/3/2014,29351,Medium,17,0.4,Office Supplies,Ibico Hi-Tech Manual Binding System,Binders and Binder Accessories,1784.0395,East,5122.61,Maryland,304.99,20707
Camp Springs,59,Gene McClure,Consumer,0.07,11/19/2014,32069,Not Specified,8,0.56,Technology,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,-240.3114,East,1100,Maryland,145.45,20746
Olney,57,Vivian Mathis,Consumer,0,8/17/2014,13381,Medium,41,0.65,Furniture,Bevis Round Bullnose 29 High Table Top,Tables,-627.641157,East,10714.78,Maryland,259.71,20832
Olney,72,Vivian Mathis,Consumer,0.09,11/6/2015,25249,Medium,34,0.38,Office Supplies,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,382.942,East,926.85,Maryland,28.53,20832
Potomac,43,Bart Pistole,Consumer,0.04,10/4/2012,19111,Low,24,0.52,Technology,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,10.79,East,195.83,Maryland,8.33,20854
Potomac,47,Barry Gonzalez,Consumer,0.07,5/26/2013,43526,High,49,0.35,Office Supplies,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,-2.23,East,561.06,Maryland,11.58,20854
Potomac,47,Barry Gonzalez,Consumer,0,5/26/2013,43526,High,19,0.57,Office Supplies,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Storage & Organization,-43.22,East,320.03,Maryland,15.31,20854
Potomac,50,Barry Gonzalez,Consumer,0.1,10/6/2013,40194,Not Specified,30,0.62,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,290.66,East,4506.85,Maryland,160.98,20854
Potomac,50,Barry Gonzalez,Consumer,0,10/6/2013,40194,Not Specified,16,0.39,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-14.4159,East,2110.37,Maryland,119.99,20854
Potomac,50,Barry Gonzalez,Consumer,0.02,10/6/2013,40194,Not Specified,34,0.85,Technology,Accessory27,Telephones and Communication,-112.123,East,1094.9105,Maryland,35.99,20854
Potomac,60,Barry Gonzalez,Consumer,0.01,12/20/2014,48515,Critical,47,0.39,Office Supplies,White GlueTop Scratch Pads,Paper,327.45,East,725.8,Maryland,15.04,20854
Potomac,72,Barry Gonzalez,Consumer,0.04,10/29/2015,40672,Low,16,0.62,Furniture,"Bush Westfield Collection Bookcases, Fully Assembled",Bookcases,-159.21,East,1617.91,Maryland,100.98,20854
Aspen Hill,47,Vivek Gonzalez,Consumer,0.07,4/23/2013,13347,Not Specified,24,0.38,Office Supplies,Durable Pressboard Binders,Binders and Binder Accessories,22.8395,East,104.89,Maryland,3.8,20906
Aspen Hill,48,Vivek Gonzalez,Consumer,0.03,6/22/2013,33862,Not Specified,22,0.35,Office Supplies,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,-45.16,East,125.57,Maryland,5.58,20906
Aspen Hill,51,Vivek Gonzalez,Consumer,0.01,10/28/2013,2374,Not Specified,21,0.36,Office Supplies,Avery Round Ring Poly Binders,Binders and Binder Accessories,-72.703,East,78.17,Maryland,2.84,20906
Aspen Hill,53,Vivek Gonzalez,Consumer,0.01,3/8/2014,57029,Critical,17,0.38,Office Supplies,Ibico Presentation Index for Binding Systems,Binders and Binder Accessories,-56.166,East,74.25,Maryland,3.98,20906
Aspen Hill,59,Vivek Gonzalez,Consumer,0.08,12/2/2014,45376,Critical,19,0.65,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Storage & Organization,-555.98,East,6648.58,Maryland,370.98,20906
Edgewood,47,Natalie DeCherney,Consumer,0.04,6/14/2013,33478,High,21,0.36,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 300/Messages",Paper,5.85,East,125.9,Maryland,5.88,21040
Ellicott City,41,Ralph Arnett,Consumer,0,5/28/2012,6464,Medium,42,0.74,Furniture,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-1014.11,East,3991.99,Maryland,90.98,21042
Ellicott City,41,Ralph Arnett,Consumer,0.07,5/28/2012,6464,Medium,1,0.56,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,-41.77,East,57.84,Maryland,60.97,21042
Ellicott City,52,Ralph Arnett,Consumer,0.05,1/6/2014,8195,Medium,5,0.37,Office Supplies,"Array® Parchment Paper, Assorted Colors",Paper,-32.48,East,51.3,Maryland,7.28,21042
Columbia,55,Michelle Tran,Consumer,0.03,6/3/2014,326,High,34,0.38,Office Supplies,"DXL™ Angle-View Binders with Locking Rings, Black",Binders and Binder Accessories,-44.137,East,218.27,Maryland,5.99,21044
Odenton,62,Vivian Mathis,Consumer,0.02,3/16/2015,4515,Critical,7,0.36,Technology,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,49.45,East,887.94,Maryland,120.97,21113
Crofton,55,Michelle Tran,Consumer,0.05,6/3/2014,326,High,17,0.54,Office Supplies,"Advantus Push Pins, Aluminum Head",Rubber Bands,-21.3,East,100.95,Maryland,5.81,21114
